dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
555,301,LGA,ORD,114,733,AA,2013-10-08,on_time,2013-10-08T10:00:00Z
1825,342,EWR,LAX,348,2454,UA,2013-01-20,on_time,2013-01-20T23:00:00Z
724,183,EWR,SFO,340,2565,VX,2013-06-05,on_time,2013-06-05T11:00:00Z
745,1216,EWR,SJU,199,1608,UA,2013-10-19,on_time,2013-10-19T11:00:00Z
1401,427,LGA,MDW,119,725,WN,2013-06-17,on_time,2013-06-17T17:00:00Z
1929,3470,JFK,CVG,90,589,9E,2013-10-02,on_time,2013-10-02T23:00:00Z
1529,1116,EWR,BOS,35,200,UA,2013-11-29,on_time,2013-11-29T20:00:00Z
1224,4157,EWR,IND,103,645,EV,2013-02-27,late,2013-02-27T11:00:00Z
1521,4447,LGA,RDU,72,431,MQ,2013-04-12,on_time,2013-04-12T19:00:00Z
1717,370,EWR,PHX,273,2133,UA,2013-06-20,on_time,2013-06-20T21:00:00Z
1623,2231,LGA,DTW,89,502,DL,2013-01-30,on_time,2013-01-30T21:00:00Z
928,220,EWR,SFO,356,2565,UA,2013-04-25,on_time,2013-04-25T13:00:00Z
1350,1122,EWR,PBI,145,1023,UA,2013-11-22,on_time,2013-11-22T18:00:00Z
1956,2131,LGA,DTW,87,502,DL,2013-03-18,late,2013-03-18T22:00:00Z
1709,1078,EWR,SAT,200,1569,UA,2013-07-15,on_time,2013-07-15T21:00:00Z
1714,246,EWR,DFW,194,1372,UA,2013-10-06,on_time,2013-10-06T21:00:00Z
1343,4640,EWR,DAY,80,533,EV,2013-03-07,late,2013-03-07T17:00:00Z
1449,2181,LGA,DCA,48,214,US,2013-12-17,late,2013-12-17T18:00:00Z
1736,1519,EWR,SLC,275,1969,DL,2013-12-17,on_time,2013-12-17T22:00:00Z
1935,3535,JFK,CMH,69,483,MQ,2013-08-24,on_time,2013-08-24T23:00:00Z
1746,1424,LGA,ORD,136,733,UA,2013-07-09,late,2013-07-09T21:00:00Z
743,1481,EWR,SJU,191,1608,UA,2013-01-09,on_time,2013-01-09T12:00:00Z
1318,4628,EWR,STL,131,872,EV,2013-06-16,on_time,2013-06-16T17:00:00Z
1908,349,EWR,LAX,332,2454,UA,2013-08-07,late,2013-08-07T23:00:00Z
2100,579,LGA,MDW,112,725,WN,2013-07-21,on_time,2013-07-22T00:00:00Z
1515,4377,EWR,JAX,116,820,EV,2013-10-14,on_time,2013-10-14T19:00:00Z
2138,1292,EWR,FLL,144,1065,UA,2013-07-22,late,2013-07-23T00:00:00Z
1356,991,JFK,PBI,135,1028,B6,2013-04-26,late,2013-04-26T16:00:00Z
1513,4333,JFK,PIT,75,340,MQ,2013-01-22,on_time,2013-01-22T20:00:00Z
1424,325,EWR,LAS,276,2227,UA,2013-08-21,on_time,2013-08-21T18:00:00Z
1525,4203,JFK,IND,104,665,9E,2013-05-27,on_time,2013-05-27T19:00:00Z
727,10,LGA,IAH,198,1416,UA,2013-01-11,on_time,2013-01-11T12:00:00Z
1252,1158,EWR,MIA,138,1085,UA,2013-10-04,on_time,2013-10-04T16:00:00Z
1658,181,JFK,LAX,350,2475,AA,2013-03-31,on_time,2013-03-31T20:00:00Z
1654,257,JFK,LAS,326,2248,AA,2013-03-30,on_time,2013-03-30T21:00:00Z
849,4691,EWR,DAY,81,533,EV,2013-03-06,on_time,2013-03-06T13:00:00Z
1821,1863,JFK,SAT,223,1587,DL,2013-05-08,late,2013-05-08T21:00:00Z
752,23,JFK,LAX,301,2475,B6,2013-07-14,late,2013-07-14T11:00:00Z
1301,165,EWR,LAX,331,2454,VX,2013-07-10,on_time,2013-07-10T17:00:00Z
855,1747,LGA,ATL,120,762,DL,2013-10-23,on_time,2013-10-23T13:00:00Z
1444,286,JFK,ROC,44,264,B6,2013-09-18,on_time,2013-09-18T18:00:00Z
1557,2280,JFK,FLL,146,1069,DL,2013-10-31,on_time,2013-10-31T20:00:00Z
910,452,EWR,LAS,309,2227,UA,2013-12-23,on_time,2013-12-23T13:00:00Z
1341,1073,LGA,MIA,136,1096,AA,2013-05-14,on_time,2013-05-14T17:00:00Z
2056,5811,EWR,JAX,113,820,EV,2013-10-15,on_time,2013-10-16T00:00:00Z
1723,127,JFK,LAX,316,2475,DL,2013-03-25,on_time,2013-03-25T21:00:00Z
604,1103,LGA,DFW,188,1389,AA,2013-09-23,on_time,2013-09-23T10:00:00Z
702,397,EWR,LAS,307,2227,UA,2013-01-19,on_time,2013-01-19T12:00:00Z
1721,512,JFK,SFO,358,2586,UA,2013-01-08,on_time,2013-01-08T22:00:00Z
804,1109,LGA,TPA,133,1010,DL,2013-10-29,on_time,2013-10-29T12:00:00Z
913,4636,EWR,DCA,40,199,EV,2013-08-10,on_time,2013-08-10T13:00:00Z
2226,486,JFK,ROC,54,264,B6,2013-11-18,on_time,2013-11-19T03:00:00Z
1315,1895,EWR,CLT,85,529,US,2013-01-08,on_time,2013-01-08T18:00:00Z
1252,3340,LGA,DTW,86,502,MQ,2013-06-30,late,2013-06-30T17:00:00Z
2220,1464,EWR,CLE,70,404,UA,2013-12-15,late,2013-12-16T01:00:00Z
1646,4294,EWR,SAV,99,708,EV,2013-10-04,on_time,2013-10-04T20:00:00Z
954,4409,EWR,RIC,60,277,EV,2013-01-17,late,2013-01-17T13:00:00Z
1556,847,LGA,ATL,114,762,DL,2013-06-16,on_time,2013-06-16T19:00:00Z
1634,3556,LGA,DTW,80,502,MQ,2013-08-24,on_time,2013-08-24T20:00:00Z
1221,1186,EWR,MIA,138,1085,UA,2013-04-16,on_time,2013-04-16T16:00:00Z
643,1627,EWR,PBI,151,1023,UA,2013-12-09,on_time,2013-12-09T11:00:00Z
1711,1177,EWR,ORD,112,719,UA,2013-03-20,on_time,2013-03-20T21:00:00Z
1903,5909,EWR,CLT,78,529,EV,2013-10-30,on_time,2013-10-30T23:00:00Z
1944,1768,JFK,SLC,276,1990,DL,2013-09-25,on_time,2013-09-25T23:00:00Z
718,21,EWR,SEA,291,2402,AS,2013-05-30,on_time,2013-05-30T11:00:00Z
2039,184,EWR,MDW,111,711,WN,2013-04-02,on_time,2013-04-03T00:00:00Z
1726,1109,EWR,MCO,140,937,UA,2013-02-01,on_time,2013-02-01T22:00:00Z
853,2120,LGA,BOS,37,184,US,2013-01-24,on_time,2013-01-24T14:00:00Z
1353,2043,JFK,ATL,121,760,DL,2013-02-25,on_time,2013-02-25T18:00:00Z
1601,1775,LGA,PHL,45,96,US,2013-11-07,on_time,2013-11-07T20:00:00Z
2101,2599,JFK,BOS,39,187,DL,2013-12-12,on_time,2013-12-13T01:00:00Z
600,1115,EWR,TPA,129,997,UA,2013-09-11,on_time,2013-09-11T10:00:00Z
557,461,LGA,ATL,121,762,DL,2013-03-13,on_time,2013-03-13T10:00:00Z
600,1833,JFK,PHL,43,94,US,2013-02-11,on_time,2013-02-11T11:00:00Z
853,1170,EWR,FLL,152,1065,UA,2013-04-03,on_time,2013-04-03T12:00:00Z
1033,1435,EWR,CLT,83,529,US,2013-07-29,on_time,2013-07-29T14:00:00Z
1731,543,JFK,MIA,141,1089,AA,2013-02-03,on_time,2013-02-03T22:00:00Z
831,2901,JFK,BOS,38,187,9E,2013-12-30,on_time,2013-12-30T13:00:00Z
2040,565,EWR,MDW,104,711,WN,2013-09-03,on_time,2013-09-04T00:00:00Z
1819,4202,EWR,STL,129,872,EV,2013-09-05,late,2013-09-05T21:00:00Z
1813,4601,LGA,RDU,64,431,MQ,2013-05-27,on_time,2013-05-27T21:00:00Z
1422,4171,EWR,MSN,121,799,EV,2013-10-28,on_time,2013-10-28T18:00:00Z
856,404,JFK,SJU,200,1598,DL,2013-12-09,on_time,2013-12-09T14:00:00Z
1452,127,JFK,DTW,79,509,DL,2013-07-07,on_time,2013-07-07T18:00:00Z
1452,3834,EWR,IAD,47,212,EV,2013-09-04,on_time,2013-09-04T18:00:00Z
600,1115,EWR,TPA,124,997,UA,2013-09-10,on_time,2013-09-10T10:00:00Z
1453,349,LGA,ATL,106,762,FL,2013-08-01,on_time,2013-08-01T18:00:00Z
811,3521,JFK,ORD,118,740,9E,2013-03-30,on_time,2013-03-30T12:00:00Z
1541,1942,EWR,ATL,111,746,DL,2013-09-25,on_time,2013-09-25T19:00:00Z
642,343,LGA,DEN,238,1620,UA,2013-11-21,on_time,2013-11-21T11:00:00Z
1633,1638,EWR,CLE,66,404,UA,2013-01-31,on_time,2013-01-31T21:00:00Z
1810,4277,JFK,ORF,51,290,9E,2013-04-14,on_time,2013-04-14T22:00:00Z
1331,1297,EWR,LAS,311,2227,UA,2013-07-27,on_time,2013-07-27T17:00:00Z
1529,3416,LGA,RDU,66,431,MQ,2013-06-16,on_time,2013-06-16T19:00:00Z
1240,587,EWR,BOS,37,200,UA,2013-05-07,on_time,2013-05-07T16:00:00Z
654,2163,LGA,DCA,58,214,US,2013-07-01,on_time,2013-07-01T11:00:00Z
715,399,JFK,LAX,308,2475,VX,2013-09-06,on_time,2013-09-06T11:00:00Z
1354,2130,LGA,BOS,32,184,US,2013-03-21,on_time,2013-03-21T18:00:00Z
1646,773,LGA,DFW,185,1389,AA,2013-04-05,on_time,2013-04-05T20:00:00Z
715,305,LGA,ORD,122,733,AA,2013-04-18,late,2013-04-18T11:00:00Z
1320,4552,EWR,GSO,84,445,EV,2013-11-27,on_time,2013-11-27T18:00:00Z
1416,337,LGA,ORD,108,733,AA,2013-09-14,on_time,2013-09-14T18:00:00Z
1611,3459,JFK,BNA,102,765,9E,2013-05-29,on_time,2013-05-29T20:00:00Z
815,3521,JFK,ORD,127,740,9E,2013-02-11,on_time,2013-02-11T13:00:00Z
1934,2139,LGA,MIA,172,1096,DL,2013-02-13,late,2013-02-14T00:00:00Z
926,4065,LGA,SDF,103,659,9E,2013-03-15,on_time,2013-03-15T13:00:00Z
2103,3395,JFK,DCA,38,213,9E,2013-06-01,on_time,2013-06-02T00:00:00Z
604,4252,EWR,MKE,106,725,EV,2013-09-24,on_time,2013-09-24T10:00:00Z
858,1643,EWR,DEN,251,1605,UA,2013-01-29,on_time,2013-01-29T14:00:00Z
2034,179,JFK,PHX,266,2153,B6,2013-05-04,on_time,2013-05-05T00:00:00Z
854,2071,LGA,CLT,80,544,US,2013-08-07,on_time,2013-08-07T12:00:00Z
1014,57,JFK,PBI,138,1028,B6,2013-05-27,on_time,2013-05-27T14:00:00Z
542,479,LGA,IAH,177,1416,UA,2013-08-02,on_time,2013-08-02T09:00:00Z
845,59,JFK,TPA,143,1005,B6,2013-03-29,on_time,2013-03-29T12:00:00Z
1602,1750,JFK,BOS,43,187,AA,2013-07-20,on_time,2013-07-20T20:00:00Z
1921,3542,JFK,MSP,146,1029,9E,2013-08-27,late,2013-08-27T22:00:00Z
1621,3410,JFK,BOS,40,187,9E,2013-06-06,on_time,2013-06-06T20:00:00Z
758,1959,JFK,MCO,146,944,DL,2013-11-26,on_time,2013-11-26T13:00:00Z
1153,2126,LGA,BOS,42,184,US,2013-05-15,on_time,2013-05-15T16:00:00Z
1924,5693,LGA,IAD,57,229,EV,2013-01-14,on_time,2013-01-15T00:00:00Z
1538,563,EWR,IAH,196,1400,UA,2013-05-22,on_time,2013-05-22T19:00:00Z
747,3611,JFK,PIT,73,340,9E,2013-02-23,on_time,2013-02-23T12:00:00Z
609,3525,LGA,RDU,71,431,MQ,2013-10-11,on_time,2013-10-11T10:00:00Z
1848,2019,LGA,STL,142,888,AA,2013-02-15,on_time,2013-02-15T23:00:00Z
757,885,JFK,RDU,68,427,B6,2013-09-20,on_time,2013-09-20T11:00:00Z
554,2114,LGA,BOS,35,184,US,2013-07-12,on_time,2013-07-12T10:00:00Z
822,309,LGA,ORD,109,733,AA,2013-06-09,on_time,2013-06-09T12:00:00Z
1812,535,JFK,LAX,349,2475,UA,2013-04-14,on_time,2013-04-14T21:00:00Z
1923,359,LGA,ORD,113,733,AA,2013-02-15,on_time,2013-02-16T00:00:00Z
1400,1783,JFK,MCO,147,944,B6,2013-10-07,on_time,2013-10-07T17:00:00Z
713,831,LGA,DTW,99,502,DL,2013-12-09,on_time,2013-12-09T12:00:00Z
1838,2370,LGA,PBI,138,1035,DL,2013-07-12,on_time,2013-07-12T22:00:00Z
1830,2131,LGA,DTW,78,502,DL,2013-03-20,on_time,2013-03-20T22:00:00Z
1755,654,EWR,ORD,119,719,UA,2013-11-19,on_time,2013-11-19T23:00:00Z
1752,4658,EWR,CHS,90,628,EV,2013-05-02,late,2013-05-02T21:00:00Z
1514,6049,EWR,IAD,52,212,EV,2013-10-17,late,2013-10-17T18:00:00Z
2008,1485,LGA,MCO,128,950,DL,2013-10-25,late,2013-10-25T23:00:00Z
2000,245,JFK,PHX,282,2153,DL,2013-05-26,late,2013-05-26T23:00:00Z
2203,4672,EWR,STL,129,872,EV,2013-05-09,on_time,2013-05-10T01:00:00Z
607,1115,EWR,TPA,145,997,UA,2013-09-16,on_time,2013-09-16T10:00:00Z
1726,1999,EWR,MIA,139,1085,AA,2013-06-02,on_time,2013-06-02T21:00:00Z
1425,5713,LGA,IAD,52,229,EV,2013-06-08,on_time,2013-06-08T18:00:00Z
721,1267,LGA,MKE,102,738,WN,2013-09-14,on_time,2013-09-14T11:00:00Z
1425,1425,EWR,BOS,40,200,UA,2013-08-29,late,2013-08-29T17:00:00Z
556,517,EWR,MCO,118,937,B6,2013-05-27,on_time,2013-05-27T10:00:00Z
813,914,LGA,DEN,232,1620,DL,2013-04-11,on_time,2013-04-11T12:00:00Z
1301,1708,EWR,SJU,197,1608,UA,2013-08-12,on_time,2013-08-12T16:00:00Z
839,4419,EWR,XNA,175,1131,EV,2013-11-04,on_time,2013-11-04T13:00:00Z
1341,4552,EWR,GSO,74,445,EV,2013-12-05,on_time,2013-12-05T18:00:00Z
1923,3899,JFK,CLE,84,425,9E,2013-03-07,on_time,2013-03-08T00:00:00Z
559,3525,LGA,RDU,64,431,MQ,2013-08-07,on_time,2013-08-07T10:00:00Z
931,4065,LGA,SDF,104,659,9E,2013-05-31,on_time,2013-05-31T13:00:00Z
2053,3384,LGA,CLT,79,544,MQ,2013-09-03,on_time,2013-09-04T01:00:00Z
1747,1165,EWR,LAX,324,2454,UA,2013-09-18,on_time,2013-09-18T21:00:00Z
1635,181,JFK,LAX,334,2475,AA,2013-10-31,on_time,2013-10-31T20:00:00Z
1527,3416,LGA,RDU,68,431,MQ,2013-08-22,on_time,2013-08-22T19:00:00Z
2021,649,JFK,SFO,349,2586,B6,2013-05-26,on_time,2013-05-27T00:00:00Z
1543,2793,JFK,CMH,75,483,MQ,2013-08-01,on_time,2013-08-01T19:00:00Z
948,4060,LGA,DAY,96,549,9E,2013-12-20,on_time,2013-12-20T14:00:00Z
1454,1164,JFK,BOS,38,187,DL,2013-09-22,on_time,2013-09-22T18:00:00Z
646,16,EWR,HOU,210,1411,WN,2013-12-16,on_time,2013-12-16T11:00:00Z
2221,4329,JFK,PIT,70,340,9E,2013-10-21,late,2013-10-21T23:00:00Z
554,5716,JFK,IAD,48,228,EV,2013-09-14,on_time,2013-09-14T10:00:00Z
608,1895,EWR,MIA,152,1085,AA,2013-06-21,on_time,2013-06-21T10:00:00Z
828,397,JFK,SFO,352,2586,UA,2013-07-23,on_time,2013-07-23T12:00:00Z
909,259,EWR,ORD,131,719,UA,2013-03-17,on_time,2013-03-17T12:00:00Z
1727,263,JFK,SEA,310,2422,B6,2013-06-22,on_time,2013-06-22T21:00:00Z
1657,2042,EWR,ATL,127,746,DL,2013-01-03,on_time,2013-01-03T22:00:00Z
2007,4663,EWR,CHS,94,628,EV,2013-03-27,late,2013-03-27T23:00:00Z
2013,4662,LGA,ATL,107,762,MQ,2013-05-22,late,2013-05-23T00:00:00Z
1948,1709,LGA,MIA,162,1096,AA,2013-03-01,on_time,2013-03-02T00:00:00Z
1236,1131,LGA,DTW,86,502,DL,2013-02-24,on_time,2013-02-24T17:00:00Z
728,1289,EWR,SJU,200,1608,B6,2013-12-20,on_time,2013-12-20T12:00:00Z
1227,1375,JFK,SLC,268,1990,DL,2013-03-24,on_time,2013-03-24T16:00:00Z
625,711,LGA,DFW,205,1389,AA,2013-01-23,on_time,2013-01-23T11:00:00Z
2028,1416,EWR,AUS,251,1504,UA,2013-04-24,late,2013-04-25T00:00:00Z
1457,4628,EWR,STL,127,872,EV,2013-05-13,late,2013-05-13T17:00:00Z
1332,4193,EWR,MSP,139,1008,EV,2013-07-17,on_time,2013-07-17T17:00:00Z
854,2120,LGA,BOS,41,184,US,2013-02-04,on_time,2013-02-04T14:00:00Z
608,4354,EWR,IAD,64,212,EV,2013-03-26,on_time,2013-03-26T10:00:00Z
2032,3395,JFK,DCA,54,213,9E,2013-10-22,on_time,2013-10-23T00:00:00Z
2112,4404,EWR,PVD,30,160,EV,2013-02-26,on_time,2013-02-27T02:00:00Z
1448,2903,JFK,CLT,86,541,9E,2013-11-08,on_time,2013-11-08T19:00:00Z
1405,505,EWR,FLL,157,1065,B6,2013-04-19,late,2013-04-19T17:00:00Z
557,4137,EWR,ATL,133,746,EV,2013-11-15,on_time,2013-11-15T11:00:00Z
1739,399,EWR,LAX,313,2454,UA,2013-05-10,on_time,2013-05-10T21:00:00Z
1100,642,JFK,SFO,353,2586,UA,2013-03-23,on_time,2013-03-23T15:00:00Z
1516,4596,EWR,STL,153,872,EV,2013-11-05,on_time,2013-11-05T20:00:00Z
1154,3,JFK,LAX,299,2475,AA,2013-08-20,on_time,2013-08-20T16:00:00Z
1731,327,EWR,MCO,117,937,B6,2013-08-04,on_time,2013-08-04T21:00:00Z
1851,4191,EWR,BNA,123,748,EV,2013-08-13,late,2013-08-13T21:00:00Z
558,371,LGA,FLL,148,1076,B6,2013-09-12,on_time,2013-09-12T10:00:00Z
722,212,EWR,IAH,181,1400,UA,2013-09-26,on_time,2013-09-26T11:00:00Z
1816,83,JFK,MIA,141,1089,DL,2013-09-18,on_time,2013-09-18T22:00:00Z
1124,335,EWR,IAH,184,1400,UA,2013-05-26,on_time,2013-05-26T15:00:00Z
657,2163,LGA,DCA,44,214,US,2013-05-24,on_time,2013-05-24T11:00:00Z
851,5025,LGA,BTV,42,258,EV,2013-04-05,on_time,2013-04-05T13:00:00Z
1749,5451,LGA,PIT,56,335,EV,2013-11-14,on_time,2013-11-14T23:00:00Z
1516,4105,JFK,IAD,47,228,9E,2013-01-13,on_time,2013-01-13T20:00:00Z
2220,593,EWR,PDX,297,2434,UA,2013-05-01,late,2013-05-01T22:00:00Z
1901,1473,LGA,CLT,81,544,US,2013-07-15,on_time,2013-07-15T22:00:00Z
2208,97,JFK,DEN,223,1626,B6,2013-11-10,on_time,2013-11-11T02:00:00Z
758,1195,JFK,ACK,39,199,B6,2013-05-27,on_time,2013-05-27T12:00:00Z
1002,411,JFK,LAS,281,2248,B6,2013-09-30,on_time,2013-09-30T14:00:00Z
1711,695,JFK,AUS,222,1521,AA,2013-01-18,on_time,2013-01-18T22:00:00Z
2003,4204,EWR,OKC,210,1325,EV,2013-10-30,on_time,2013-10-31T00:00:00Z
820,4638,EWR,CVG,98,569,EV,2013-02-26,on_time,2013-02-26T13:00:00Z
1728,2751,LGA,CLT,80,544,YV,2013-05-31,on_time,2013-05-31T21:00:00Z
843,3855,JFK,PHL,33,94,9E,2013-09-21,on_time,2013-09-21T12:00:00Z
1759,359,JFK,BUR,328,2465,B6,2013-07-30,on_time,2013-07-30T22:00:00Z
654,533,EWR,ORD,107,719,UA,2013-03-27,on_time,2013-03-27T11:00:00Z
2051,1707,LGA,MDW,105,725,WN,2013-09-09,on_time,2013-09-10T00:00:00Z
1825,1973,EWR,CLT,74,529,US,2013-05-09,on_time,2013-05-09T22:00:00Z
557,3525,LGA,RDU,69,431,MQ,2013-06-13,on_time,2013-06-13T10:00:00Z
2059,4258,EWR,IAD,44,212,EV,2013-03-21,late,2013-03-21T23:00:00Z
1924,1091,JFK,SAT,198,1587,DL,2013-06-14,on_time,2013-06-14T23:00:00Z
1930,507,LGA,DEN,222,1620,F9,2013-12-14,late,2013-12-14T22:00:00Z
955,483,JFK,MCO,133,944,B6,2013-06-23,on_time,2013-06-23T13:00:00Z
609,1895,EWR,MIA,149,1085,AA,2013-03-22,on_time,2013-03-22T10:00:00Z
1935,515,EWR,ORD,116,719,UA,2013-08-09,late,2013-08-09T23:00:00Z
2059,3830,EWR,RIC,52,277,EV,2013-07-11,on_time,2013-07-12T00:00:00Z
836,1261,EWR,MCO,124,937,UA,2013-05-22,on_time,2013-05-22T12:00:00Z
1632,1284,EWR,SFO,319,2565,UA,2013-08-29,on_time,2013-08-29T20:00:00Z
1126,1147,EWR,FLL,164,1065,UA,2013-02-25,on_time,2013-02-25T16:00:00Z
930,1519,EWR,STT,220,1634,UA,2013-07-21,on_time,2013-07-21T13:00:00Z
2031,4333,EWR,TUL,192,1215,EV,2013-10-29,late,2013-10-30T00:00:00Z
1817,353,LGA,ORD,111,733,AA,2013-03-26,on_time,2013-03-26T22:00:00Z
1526,1775,LGA,PHL,47,96,US,2013-12-24,on_time,2013-12-24T20:00:00Z
947,251,JFK,LAS,300,2248,VX,2013-06-06,on_time,2013-06-06T13:00:00Z
1002,1170,EWR,FLL,167,1065,UA,2013-06-27,on_time,2013-06-27T14:00:00Z
1451,1164,JFK,BOS,39,187,DL,2013-07-03,on_time,2013-07-03T18:00:00Z
600,731,LGA,DTW,79,502,DL,2013-08-29,on_time,2013-08-29T10:00:00Z
1108,2098,LGA,MIA,161,1096,DL,2013-11-16,on_time,2013-11-16T16:00:00Z
2053,4397,EWR,MSY,160,1167,EV,2013-11-03,on_time,2013-11-04T01:00:00Z
1949,2142,LGA,BOS,35,184,US,2013-05-12,on_time,2013-05-13T00:00:00Z
1924,6,JFK,SLC,274,1990,DL,2013-06-06,on_time,2013-06-06T23:00:00Z
1851,5274,LGA,BNA,117,764,EV,2013-11-25,on_time,2013-11-25T23:00:00Z
702,269,JFK,SFO,345,2586,DL,2013-07-10,on_time,2013-07-10T11:00:00Z
1452,2179,LGA,DCA,56,214,US,2013-06-06,on_time,2013-06-06T19:00:00Z
1357,337,LGA,ORD,113,733,AA,2013-07-21,on_time,2013-07-21T17:00:00Z
1912,21,JFK,LAX,321,2475,AA,2013-11-03,on_time,2013-11-04T00:00:00Z
1106,4485,LGA,CMH,88,479,MQ,2013-01-18,on_time,2013-01-18T16:00:00Z
1457,500,JFK,LAS,279,2248,DL,2013-10-01,on_time,2013-10-01T18:00:00Z
1758,535,JFK,LAX,313,2475,UA,2013-02-28,on_time,2013-02-28T22:00:00Z
1951,2950,JFK,BWI,36,184,9E,2013-11-16,on_time,2013-11-17T01:00:00Z
603,1103,LGA,DFW,178,1389,AA,2013-09-03,on_time,2013-09-03T10:00:00Z
600,5068,EWR,DTW,83,488,EV,2013-10-24,on_time,2013-10-24T10:00:00Z
1417,1166,EWR,TPA,161,997,UA,2013-04-04,on_time,2013-04-04T18:00:00Z
1205,4240,EWR,BUF,49,282,EV,2013-11-06,on_time,2013-11-06T17:00:00Z
653,27,JFK,TPA,135,1005,B6,2013-05-27,on_time,2013-05-27T10:00:00Z
1357,602,JFK,PWM,54,273,B6,2013-03-03,on_time,2013-03-03T19:00:00Z
1055,51,LGA,MDW,115,725,WN,2013-08-14,on_time,2013-08-14T15:00:00Z
1447,1003,EWR,PBI,149,1023,UA,2013-02-19,late,2013-02-19T19:00:00Z
1252,1459,LGA,CLT,91,544,US,2013-02-20,on_time,2013-02-20T17:00:00Z
1036,4237,EWR,OMA,153,1134,EV,2013-08-29,on_time,2013-08-29T14:00:00Z
1239,356,EWR,PHX,311,2133,UA,2013-04-23,on_time,2013-04-23T16:00:00Z
1630,629,JFK,PHX,303,2153,US,2013-12-20,on_time,2013-12-20T21:00:00Z
951,172,LGA,MKE,107,738,WN,2013-09-24,on_time,2013-09-24T13:00:00Z
1615,843,JFK,ATL,120,760,DL,2013-11-23,on_time,2013-11-23T21:00:00Z
1705,1905,EWR,DFW,251,1372,AA,2013-01-01,late,2013-01-01T22:00:00Z
1203,326,EWR,PHX,276,2133,UA,2013-07-28,on_time,2013-07-28T16:00:00Z
1531,1773,JFK,LAS,296,2248,DL,2013-09-21,on_time,2013-09-21T19:00:00Z
630,1433,LGA,CLT,85,544,US,2013-07-06,on_time,2013-07-06T10:00:00Z
1306,4564,LGA,DTW,83,502,MQ,2013-02-19,on_time,2013-02-19T18:00:00Z
1427,357,LGA,ATL,110,762,FL,2013-03-29,on_time,2013-03-29T18:00:00Z
1527,337,LGA,ORD,111,733,AA,2013-02-28,on_time,2013-02-28T19:00:00Z
833,4099,EWR,GRR,108,605,EV,2013-02-21,on_time,2013-02-21T13:00:00Z
1601,4,JFK,SJU,191,1598,DL,2013-07-31,on_time,2013-07-31T19:00:00Z
1758,413,JFK,LAX,317,2475,VX,2013-07-22,late,2013-07-22T20:00:00Z
829,2170,JFK,PHX,305,2153,DL,2013-03-27,on_time,2013-03-27T12:00:00Z
1353,677,JFK,MIA,168,1089,AA,2013-04-29,on_time,2013-04-29T17:00:00Z
1957,2391,JFK,TPA,133,1005,DL,2013-06-12,on_time,2013-06-13T00:00:00Z
755,33,JFK,LAX,333,2475,AA,2013-10-20,on_time,2013-10-20T12:00:00Z
2121,4292,EWR,GSP,86,594,EV,2013-05-06,late,2013-05-07T00:00:00Z
1806,623,LGA,ATL,107,762,FL,2013-03-03,on_time,2013-03-03T22:00:00Z
1232,3273,EWR,ATL,135,746,EV,2013-01-05,on_time,2013-01-05T17:00:00Z
900,1626,EWR,SAN,341,2425,UA,2013-05-27,on_time,2013-05-27T13:00:00Z
1804,569,JFK,ATL,124,760,DL,2013-08-18,on_time,2013-08-18T22:00:00Z
1731,17,JFK,LAX,343,2475,DL,2013-04-10,on_time,2013-04-10T21:00:00Z
1514,341,LGA,ORD,121,733,AA,2013-06-16,on_time,2013-06-16T19:00:00Z
935,4389,EWR,STL,154,872,EV,2013-04-01,on_time,2013-04-01T13:00:00Z
1900,543,JFK,MIA,148,1089,AA,2013-05-02,late,2013-05-02T21:00:00Z
1157,1836,LGA,DEN,214,1620,WN,2013-06-23,on_time,2013-06-23T15:00:00Z
928,15,EWR,HNL,644,4963,UA,2013-11-10,on_time,2013-11-10T14:00:00Z
1826,415,JFK,SFO,345,2586,B6,2013-08-20,on_time,2013-08-20T22:00:00Z
1256,4426,LGA,CMH,76,479,MQ,2013-06-09,on_time,2013-06-09T17:00:00Z
1258,1734,EWR,ORD,100,719,UA,2013-07-12,on_time,2013-07-12T17:00:00Z
2158,5048,LGA,RIC,55,292,EV,2013-10-13,late,2013-10-14T00:00:00Z
1158,1129,JFK,RSW,177,1074,B6,2013-12-09,on_time,2013-12-09T17:00:00Z
1503,3391,LGA,CMH,73,479,MQ,2013-09-10,on_time,2013-09-10T19:00:00Z
1453,841,JFK,LAX,303,2475,UA,2013-09-02,on_time,2013-09-02T18:00:00Z
1445,575,JFK,MSY,157,1182,B6,2013-06-21,on_time,2013-06-21T18:00:00Z
702,2003,LGA,MIA,150,1096,DL,2013-06-10,on_time,2013-06-10T11:00:00Z
1356,213,JFK,LGB,321,2465,B6,2013-11-12,on_time,2013-11-12T18:00:00Z
1645,477,JFK,LAX,351,2475,DL,2013-11-07,on_time,2013-11-07T21:00:00Z
1321,5437,LGA,CMH,78,479,EV,2013-11-21,on_time,2013-11-21T18:00:00Z
1451,119,JFK,MSY,200,1182,B6,2013-05-11,on_time,2013-05-11T18:00:00Z
558,4424,EWR,RDU,72,416,EV,2013-06-18,on_time,2013-06-18T10:00:00Z
1127,707,LGA,CLT,107,544,US,2013-12-23,on_time,2013-12-23T16:00:00Z
1453,572,LGA,IAH,199,1416,UA,2013-05-30,on_time,2013-05-30T18:00:00Z
